RA,DEC,DIST,MAG,TYPE,NAME,SIZE
285.359865,46.934812,37.4392,5,star A7V,"HIP 93408 ;HD  177196 ;HR  7215 ;BF  16    Lyr ;",0
288.479805,57.705102,50.6586,5,star K2III,"HIP 94490 ;HD  180610 ;HR  7309 ;BF  54    Dra ;",0
293.6454,19.773403,169.4915,5,star B8IIIn,"HIP 96275 ;HD  184606 ;HR  7437 ;BF  9    Vul ;",0
296.606655,33.727598,21.2314,5,star F5,"HIP 97295 ;HD  187013 ;HR  7534 ;GL  Gl 767.1A ;BF  17    Cyg ;",0
359.395905,-64.298231,47.4383,5,star A1V,"HIP 118121 ;HD  224392 ;HR  9062 ;BF  Eta Tuc ;",0
131.1741,-54.708074,24.4499,5,star ,"GL  Gl 321.3B ;",0
241.09161,-11.374611,24.3309,5,star F6 IV-V,"HD  144069 ;HR  5977 ;GL  Wo 9540B ;BF  Xi  Sco ;",0
286.602705,-37.06474,17.8923,5,star F8 V,"HD  177475 ;HR  7227 ;GL  Gl 743.1B ;BF  Gam CrA ;",0
180,90,0,5,star,"North Pole",0
180,-90,0,5,star,"South Pole",0
2.58018,46.072272,377.3585,5.01,star F2II,"HIP 841 ;HD  571 ;HR  27 ;BF  22    And ;",0
7.012125,17.893125,162.0746,5.01,star M3IIIvar,"HIP 2219 ;HD  2411 ;HR  103 ;BF  47    Psc ;",0
24.837525,44.386165,76.746,5.01,star G8III...,"HIP 7719 ;HD  10072 ;HR  469 ;BF  52Chi And ;",0
75.5409,-26.275029,71.4796,5.01,star K1III,"HIP 23430 ;HD  32436 ;HR  1628 ;",0
78.851655,32.6876,87.5657,5.01,star A9IV,"HIP 24504 ;HD  33959 ;HR  1706 ;BF  14    Aur ;",0
92.8125,-65.589417,196.4637,5.01,star M2.5III,"HIP 29353 ;HD  43455 ;HR  2245 ;BF  Eta2Dor ;",0
94.478445,61.515286,195.6947,5.01,star M3III,"HIP 29919 ;HD  42973 ;HR  2215 ;BF  1    Lyn ;",0
112.4532,27.916146,148.368,5.01,star K2III,"HIP 36429 ;HD  59148 ;HR  2861 ;BF  65    Gem ;",0
118.06536,-34.705442,17.9437,5.01,star F3/F5V,"HIP 38423 ;HD  64379 ;HR  3079 ;GL  Gl 292A ;",0
128.68167,-49.944203,260.4167,5.01,star K1/K2II,"HIP 42088 ;HD  73155 ;HR  3407 ;",0
143.53665,-51.255266,277.0083,5.01,star B1.5IV,"HIP 46950 ;HD  83058 ;HR  3819 ;",0
160.766835,69.076214,128.041,5.01,star K3III,"HIP 52425 ;HD  92523 ;HR  4181 ;",0
174.873405,-65.397766,153.8462,5.01,star G2III + A,"HIP 56862 ;HD  101379 ;HR  4492 ;",0
184.74912,-55.143002,151.5152,5.01,star M1III,"HIP 60059 ;HD  107079 ;HR  4682 ;",0
186.4623,39.018616,80.1925,5.01,star G8III-IV,"HIP 60646 ;HD  108225 ;HR  4728 ;BF  6    CVn ;",0
187.52802,69.201123,190.4762,5.01,star M3IIIa,"HIP 60998 ;HD  108907 ;HR  4765 ;BF  4    Dra ;",0
260.078625,18.057081,147.0588,5.01,star M2III,"HIP 84833 ;HD  157049 ;HR  6452 ;",0
297.24441,19.142042,78.1861,5.01,star A3V,"HIP 97496 ;HD  187362 ;HR  7546 ;BF  8Zet Sge ;",0
299.48763,-15.49149,81.4332,5.01,star A2V,"HIP 98258 ;HD  188899 ;HR  7614 ;BF  61    Sgr ;",0
67.209015,13.047602,48.852,5.02,star A7V,"HIP 20901 ;HD  28355 ;HR  1414 ;BF  79    Tau ;",0
81.163095,37.385346,143.2665,5.02,star K4III,"HIP 25292 ;HD  35186 ;HR  1773 ;BF  21Sig Aur ;",0
143.301915,-21.115722,111.1111,5.02,star K0III,"HIP 46880 ;HD  82734 ;HR  3808 ;GL  Gl 355.2 ;",0
158.23695,-47.003353,401.6064,5.02,star K4III,"HIP 51635 ;HD  91504 ;HR  4143 ;",0
163.934985,33.506929,72.6216,5.02,star K1III,"HIP 53426 ;HD  94600 ;HR  4258 ;BF  46    UMa ;",0
209.142405,27.492082,178.2531,5.02,star K3IIIvar,"HIP 68103 ;HD  121710 ;HR  5247 ;BF  9    Boo ;",0
223.212825,-37.80316,150.8296,5.02,star B7II/III,"HIP 72800 ;HD  131120 ;HR  5543 ;",0
229.27452,71.823901,122.1001,5.02,star K4III,"HIP 74793 ;HD  136726 ;HR  5714 ;BF  11    UMi ;",0
267.26793,50.781075,66.5336,5.02,star A2V,"HIP 87212 ;HD  162579 ;HR  6656 ;BF  30    Dra ;",0
267.362325,76.962881,31.7561,5.02,star F6IV-Vs,"HIP 87234 ;HD  163989 ;HR  6701 ;BF  35    Dra ;",0
275.386125,49.121593,198.8072,5.02,star M2III,"HIP 89981 ;HD  169305 ;HR  6891 ;",0
281.208075,2.060038,142.6534,5.02,star B9V,"HIP 91975 ;HD  173370 ;HR  7040 ;BF  4    Aql ;",0
284.33532,-20.656346,632.9114,5.02,star B9.5Ib,"HIP 93057 ;HD  175687 ;HR  7145 ;BF  36Xi 1Sgr ;",0
291.318705,-24.508575,77.2201,5.02,star A4IV/V,"HIP 95477 ;HD  182369 ;HR  7362 ;BF  47Chi1Sgr ;",0
326.93397,-30.898304,98.4252,5.02,star A1V,"HIP 107608 ;HD  207155 ;HR  8326 ;BF  10The PsA ;",0
31.641345,22.648317,55.6793,5.03,star A2m,"HIP 9836 ;HD  12869 ;HR  613 ;BF  12Kap Ari ;",0
72.5484,-16.217159,72.3066,5.03,star K0III,"HIP 22479 ;HD  30814 ;HR  1549 ;BF  60    Eri ;",0
90.814995,-26.284544,124.6883,5.03,star K3II/IIICNv,"HIP 28675 ;HD  41312 ;HR  2140 ;",0
109.20588,-36.592633,230.9469,5.03,star B3V,"HIP 35226 ;HD  56779 ;HR  2770 ;",0
116.486955,-14.563805,72.0981,5.03,star F2V,"HIP 37891 ;HD  62952 ;HR  3015 ;BF  4    Pup ;",0
127.36452,-44.724812,800,5.03,star B+...,"HIP 41639 ;HD  72127 ;HR  3359 ;",0
164.8668,40.430257,14.0627,5.03,star G0V,"HIP 53721 ;HD  95128 ;HR  4277 ;GL  Gl 407 ;BF  47    UMa ;",0
188.782335,18.377058,138.1215,5.03,star K2III,"HIP 61418 ;HD  109511 ;HR  4792 ;BF  24    Com ;",0
205.403235,-8.702984,156.25,5.03,star M2III,"HIP 66803 ;HD  119149 ;HR  5150 ;BF  82    Vir ;",0
213.73812,-57.086126,147.7105,5.03,star B4Vne,"HIP 69618 ;HD  124367 ;HR  5316 ;",0
252.938595,24.656433,214.1328,5.03,star K2II-III,"HIP 82504 ;HD  152326 ;HR  6270 ;BF  51    Her ;",0
255.46935,-32.143519,137.1742,5.03,star B8V,"HIP 83336 ;HD  153613 ;HR  6316 ;",0
259.654125,10.864475,151.0574,5.03,star K4II-III,"HIP 84671 ;HD  156681 ;HR  6433 ;",0
280.658145,55.539457,104.3841,5.03,star B9.5p...,"HIP 91755 ;HD  173524 ;HR  7049 ;BF  46    Dra ;",0
290.71332,-54.423931,48.216,5.03,star A0Vn,"HIP 95261 ;HD  181296 ;HR  7329 ;BF  Eta Tel ;",0
292.66599,-2.788887,162.0746,5.03,star M1IIIvar,"HIP 95937 ;HD  183630 ;HR  7414 ;BF  36    Aql ;",0
297.657195,52.988001,62.0732,5.03,star K3IIIvar,"HIP 97635 ;HD  188056 ;HR  7576 ;BF  20    Cyg ;",0
313.64016,28.057621,178.5714,5.03,star K4III,"HIP 103200 ;HD  199169 ;HR  8008 ;BF  32    Vul ;",0
0.583005,-29.720414,154.0832,5.04,star B4V,"HIP 183 ;HD  224990 ;HR  9091 ;BF  Zet Scl ;",0
17.003385,43.942092,58.9623,5.04,star A3m,"HIP 5317 ;HD  6658 ;HR  324 ;BF  41    And ;",0
26.52588,-53.522037,62.0347,5.04,star A1V,"HIP 8241 ;HD  10939 ;HR  520 ;",0
49.050855,50.937664,242.1308,5.04,star G5II,"HIP 15219 ;HD  20123 ;HR  969 ;",0
70.514475,-37.144297,28.6697,5.04,star F3V,"HIP 21861 ;HD  29992 ;HR  1503 ;GL  Gl 176.1 ;BF  Bet Cae ;",0
89.767965,-9.55825,87.7963,5.04,star A6m,"HIP 28325 ;HD  40536 ;HR  2108 ;BF  2    Mon ;",0
91.76406,-62.154581,110.8647,5.04,star K2/K3III,"HIP 28991 ;HD  42540 ;HR  2196 ;",0
94.110915,12.272163,19.2493,5.04,star F5IV-V,"HIP 29800 ;HD  43386 ;HR  2241 ;GL  Wo 9207 ;BF  74    Ori ;",0
100.770765,44.52445,99.2063,5.04,star K5III,"HIP 32173 ;HD  47914 ;HR  2459 ;BF  55Psi4Aur ;",0
110.86881,25.050531,48.7329,5.04,star G8III,"HIP 35846 ;HD  57727 ;HR  2808 ;BF  57    Gem ;",0
114.86913,17.674519,161.0306,5.04,star M0III,"HIP 37300 ;HD  61338 ;HR  2938 ;BF  74    Gem ;",0
115.737975,-45.173118,24.6731,5.04,star G5IV,"HIP 37606 ;HD  62644 ;HR  2998 ;GL  Gl 284 ;",0
121.66809,-45.266015,427.3504,5.04,star K3III,"HIP 39690 ;HD  67582 ;HR  3187 ;",0
181.19424,-76.519061,146.1988,5.04,star K4III,"HIP 58905 ;HD  104902 ;HR  4605 ;BF  Kap Cha ;",0
198.01476,-16.198601,33.9098,5.04,star F6V,"HIP 64407 ;HD  114642 ;HR  4981 ;BF  53    Vir ;",0
201.28041,-74.887818,67.7966,5.04,star K0III,"HIP 65468 ;HD  116244 ;HR  5042 ;BF  Iot1Mus ;",0
202.35522,-51.165134,155.521,5.04,star A0V,"HIP 65810 ;HD  117150 ;HR  5071 ;",0
229.237065,-60.957255,100000,5.04,star O8.5V,"HIP 74778 ;HD  135240 ;HR  5664 ;BF  Del Cir ;",0
229.82832,1.765408,25.3807,5.04,star F8III-IV,"HIP 74975 ;HD  136202 ;HR  5694 ;BF  5    Ser ;",0
232.73232,40.833047,257.0694,5.04,star K5III,"HIP 75973 ;HD  138481 ;HR  5763 ;BF  52Nu 1Boo ;",0
238.333575,-20.16704,94.8767,5.04,star B3V,"HIP 77811 ;HD  142096 ;HR  5902 ;BF  45Lam Lib ;",0
319.613265,43.945945,100000,5.04,star O8,"HIP 105186 ;HD  203064 ;HR  8154 ;BF  68    Cyg ;",0
324.237405,40.413521,65.8328,5.04,star A5V,"HIP 106711 ;HD  205835 ;HR  8266 ;BF  74    Cyg ;",0
329.81277,73.179896,36.7242,5.04,star F5V,"HIP 108535 ;HD  209369 ;HR  8400 ;BF  16    Cep ;",0
339.439095,-4.228056,65.5738,5.04,star K2III,"HIP 111710 ;HD  214376 ;HR  8610 ;BF  63Kap Aqr ;",0
49.781805,50.094966,171.8213,5.05,star B5V,"HIP 15444 ;HD  20418 ;HR  989 ;BF  31    Per ;",0
57.29673,24.136712,117.096,5.05,star B7p,"HIP 17851 ;HD  23862 ;HR  1180 ;BF  28    Tau ;",0
76.24164,-49.577837,136.0544,5.05,star M2IIIvar,"HIP 23649 ;HD  33042 ;HR  1663 ;BF  Eta2Pic ;",0
80.003835,33.958054,636.9427,5.05,star A5IIvar,"HIP 24879 ;HD  34578 ;HR  1740 ;BF  19    Aur ;",0
99.656805,-48.220183,146.1988,5.05,star G8III,"HIP 31765 ;HD  47973 ;HR  2462 ;",0
115.129425,87.020091,139.6648,5.05,star M2III,"HIP 37391 ;HD  51802 ;HR  2609 ;",0
129.78297,-22.661875,19.3986,5.05,star G3/G5V,"HIP 42430 ;HD  73752 ;HR  3430 ;GL  Gl 314A ;",0
271.756455,30.56214,15.6421,5.05,star F7V,"HIP 88745 ;HD  165908 ;HR  6775 ;GL  Gl 704A ;BF  99    Her ;",0
332.87742,59.414488,606.0606,5.05,star O6e,"HIP 109556 ;HD  210839 ;HR  8469 ;BF  22Lam Cep ;",0
347.38107,8.677161,239.8082,5.05,star M4Sv,"HIP 114347 ;HD  218634 ;HR  8815 ;BF  57    Peg ;",0
350.085765,5.381307,132.626,5.05,star K2III,"HIP 115227 ;HD  220009 ;HR  8878 ;BF  7    Psc ;",0
356.978145,67.806808,92.9368,5.05,star A1Vn,"HIP 117371 ;HD  223274 ;HR  9013 ;",0
55.53891,63.216806,159.2357,5.06,star S5.3 SB:,"HIP 17296 ;HD  22649 ;HR  1105 ;",0
78.85155,-26.943509,85.2515,5.06,star B9V,"HIP 24505 ;HD  34310 ;HR  1723 ;",0
80.442735,-24.772981,107.8749,5.06,star A2/A3,"HIP 25045 ;HD  35162 ;HR  1771 ;",0
92.184645,-68.843409,91.9118,5.06,star B8V,"HIP 29134 ;HD  43107 ;HR  2221 ;BF  Nu  Dor ;",0
92.96589,-6.550287,366.3004,5.06,star B2V,"HIP 29417 ;HD  42690 ;HR  2205 ;",0
96.98988,-4.762154,333.3333,5.06,star B2V,"HIP 30772 ;HD  45546 ;HR  2344 ;BF  10    Mon ;",0
113.577585,-23.473661,31.6857,5.06,star F6V,"HIP 36817 ;HD  60584 ;HR  2909 ;",0
124.578285,-65.613192,91.0747,5.06,star K1III,"HIP 40680 ;HD  70514 ;HR  3280 ;",0
151.546725,-47.369995,73.692,5.06,star K0IV,"HIP 49485 ;HD  87783 ;HR  3976 ;",0
165.210135,39.212092,115.4734,5.06,star Am,"HIP 53838 ;HD  95310 ;HR  4288 ;BF  49    UMa ;",0
215.59662,-80.108945,197.6285,5.06,star B4V,"HIP 70248 ;HD  124771 ;HR  5336 ;BF  Eps Aps ;",0
257.676375,-44.557719,96.8054,5.06,star G8/K0III+..,"HIP 84033 ;HD  154948 ;HR  6371 ;",0
295.209015,45.524942,49.6278,5.06,star F5II,"HIP 96825 ;HD  186155 ;HR  7495 ;",0
295.62972,-16.123996,54.3183,5.06,star F3IV/V,"HIP 96950 ;HD  186005 ;HR  7489 ;BF  55    Sgr ;",0
300.339825,50.104695,133.1558,5.06,star K1II-III,"HIP 98571 ;HD  190147 ;HR  7660 ;BF  26    Cyg ;",0
309.63297,24.115958,160.2564,5.06,star B5IV,"HIP 101868 ;HD  196740 ;HR  7894 ;BF  28    Vul ;",0
312.520425,44.059304,40.9668,5.06,star A4me...,"HIP 102843 ;HD  198639 ;HR  7984 ;BF  56    Cyg ;",0
312.875205,-51.608179,143.0615,5.06,star K1II/III,"HIP 102950 ;HD  198308 ;HR  7968 ;BF  Iot Ind ;",0
318.335265,-70.126267,273.9726,5.06,star M2III,"HIP 104755 ;HD  201371 ;HR  8092 ;BF  Omi Pav ;",0
358.12203,19.120287,141.844,5.06,star M2III,"HIP 117718 ;HD  223768 ;HR  9036 ;BF  81Phi Peg ;",0
8.18268,-63.0315,45.5581,5.07,star A0V,"HIP 2578 ;HD  3003 ;HR  136 ;GL  Wo 9015A ;BF  Bet3Tuc ;",0
12.24462,16.940644,23.4522,5.07,star F8V...,"HIP 3810 ;HD  4676 ;HR  225 ;GL  Gl 34.1 ;BF  64    Psc ;",0
48.193485,-1.196101,22.5785,5.07,star F8V,"HIP 14954 ;HD  19994 ;HR  962 ;GL  Gl 128A ;BF  94    Cet ;",0
67.70874,-44.953749,215.9827,5.07,star B2IV-V,"HIP 21060 ;HD  28873 ;HR  1443 ;BF  Del Cae ;",0
69.97785,53.079535,129.5337,5.07,star K0III SB,"HIP 21727 ;HD  29317 ;HR  1467 ;BF  3    Cam ;",0
81.12045,-0.891328,57.2082,5.07,star K0III,"HIP 25282 ;HD  35410 ;HR  1787 ;BF  27    Ori ;",0
104.60457,-34.111708,180.8318,5.07,star B4IV/V,"HIP 33558 ;HD  52092 ;HR  2619 ;",0
108.34281,16.158966,165.8375,5.07,star K3V,"HIP 34909 ;HD  55383 ;HR  2717 ;BF  51    Gem ;",0
112.33518,28.118275,54.0249,5.07,star A4V,"HIP 36393 ;HD  59037 ;HR  2857 ;BF  64    Gem ;",0
116.85414,-38.511145,323.6246,5.07,star B2IV/V,"HIP 38010 ;HD  63465 ;HR  3035 ;",0
142.9899,9.715767,153.1394,5.07,star K3III,"HIP 46774 ;HD  82381 ;HR  3779 ;BF  6    Leo ;",0
143.472855,-80.941258,175.4386,5.07,star B5V,"HIP 46928 ;HD  83979 ;HR  3860 ;BF  Zet Cha ;",0
145.07652,-14.332292,133.6898,5.07,star B4IV/V,"HIP 47452 ;HD  83754 ;HR  3849 ;BF  38Kap Hya ;",0
148.126815,-8.10503,85.1064,5.07,star A2V,"HIP 48437 ;HD  85558 ;HR  3909 ;BF  8Gam Sex ;",0
158.70006,6.953749,81.5661,5.07,star G8II-III,"HIP 51775 ;HD  91612 ;HR  4146 ;BF  48    Leo ;",0
172.94196,-59.442061,100000,5.07,star G0Ia,"HIP 56243 ;HD  100261 ;HR  4441 ;BF  Omi1Cen ;",0
213.191775,-27.261186,66.7111,5.07,star K2III,"HIP 69415 ;HD  124206 ;HR  5312 ;GL  Gl 540.1 ;BF  50    Hya ;",0
249.05718,52.924422,126.4223,5.07,star B9V,"HIP 81292 ;HD  150117 ;HR  6185 ;BF  17    Dra ;",0
257.38857,40.777033,86.5052,5.07,star K3III,"HIP 83947 ;HD  155410 ;HR  6388 ;",0
262.991175,68.135024,64.6831,5.07,star K0III,"HIP 85805 ;HD  159966 ;HR  6566 ;BF  27    Dra ;",0
278.00811,-45.757382,366.3004,5.07,star B3III,"HIP 90853 ;HD  170523 ;HR  6938 ;BF  Del2Tel ;",0
286.744185,11.071228,214.1328,5.07,star B8III,"HIP 93867 ;HD  178125 ;HR  7248 ;BF  18    Aql ;",0
309.782415,10.086203,30.1205,5.07,star G5IV+...,"HIP 101916 ;HD  196755 ;HR  7896 ;BF  7Kap Del ;",0
327.46122,30.174215,84.246,5.07,star A1Vs,"HIP 107763 ;HD  207650 ;HR  8343 ;BF  14    Peg ;",0
331.286625,62.279814,632.9114,5.07,star O9.5Ib,"HIP 109017 ;HD  209975 ;HR  8428 ;BF  19    Cep ;",0
258.83601,-26.603215,5.9852,5.07,star K1 Ve,"HD  155886 ;HR  6402 ;GL  Gl 663B ;BF  36    Oph ;",0
9.03459,54.16845,164.4737,5.08,star B7III,"HIP 2854 ;HD  3240 ;HR  144 ;",0
57.067785,11.143294,139.0821,5.08,star B3V,"HIP 17771 ;HD  23793 ;HR  1174 ;BF  30    Tau ;",0
69.7884,15.799846,45.0857,5.08,star A4m,"HIP 21673 ;HD  29479 ;HR  1478 ;BF  91Sig1Tau ;",0
72.843585,18.839861,51.2558,5.08,star A7IV-V,"HIP 22565 ;HD  30780 ;HR  1547 ;BF  97    Tau ;",0
80.64054,79.231149,20.8855,5.08,star F6V,"HIP 25110 ;HD  33564 ;HR  1686 ;GL  Gl 196 ;",0
81.91203,34.475892,138.8889,5.08,star K4IIIp,"HIP 25541 ;HD  35620 ;HR  1805 ;BF  24Phi Aur ;",0
92.55948,-74.753045,10.1978,5.08,star G5V,"HIP 29271 ;HD  43834 ;HR  2261 ;GL  Gl 231 ;BF  Alp Men ;",0
101.905095,-8.998503,432.9004,5.08,star M1II,"HIP 32558 ;HD  49331 ;HR  2508 ;",0
119.32677,-44.109859,335.5705,5.08,star B2.5IV,"HIP 38872 ;HD  65551 ;HR  3116 ;",0
126.90255,-53.08848,61.0501,5.08,star A9/F0III/IV,"HIP 41483 ;HD  71935 ;HR  3350 ;",0
147.14715,46.021008,18.3688,5.08,star G2V,"HIP 48113 ;HD  84737 ;HR  3881 ;GL  Gl 368 ;",0
157.572825,-0.637026,124.0695,5.08,star B6V,"HIP 51437 ;HD  90994 ;HR  4119 ;BF  30Bet Sex ;",0
158.50368,-23.745165,244.4988,5.08,star K5III,"HIP 51718 ;HD  91550 ;HR  4145 ;BF  44    Hya ;",0
159.08559,-59.564392,80.5153,5.08,star K1III,"HIP 51912 ;HD  92063 ;HR  4164 ;",0
160.854,23.188404,70.2741,5.08,star A3Vn,"HIP 52457 ;HD  92825 ;HR  4192 ;BF  41    LMi ;",0
170.841225,-18.779973,42.8816,5.08,star F3IV,"HIP 55598 ;HD  98991 ;HR  4395 ;BF  13Lam Crt ;",0
193.653765,-57.16867,124.8439,5.08,star B5Vne,"HIP 63005 ;HD  112091 ;HR  4899 ;BF  Mu 2Cru ;",0
224.18331,-62.781016,462.963,5.08,star B4Vnp,"HIP 73129 ;HD  131492 ;HR  5551 ;BF  The Cir ;",0
283.67964,-15.603036,429.1845,5.08,star B3II,"HIP 92814 ;HD  175156 ;HR  7119 ;",0
301.722525,23.614425,154.5595,5.08,star B3V,"HIP 99080 ;HD  190993 ;HR  7688 ;BF  17    Vul ;",0
306.83004,-18.211721,167.2241,5.08,star B4V,"HIP 100881 ;HD  194636 ;HR  7814 ;BF  10Pi  Cap ;",0
328.32402,-13.551768,26.617,5.08,star F3IV,"HIP 108036 ;HD  207958 ;HR  8351 ;GL  Gl 838.5 ;BF  51Mu  Cap ;",0
338.941155,73.643188,54.8847,5.08,star F3III-IV,"HIP 111532 ;HD  214470 ;HR  8615 ;BF  31    Cep ;",0
12.146655,-74.923438,64.9351,5.09,star K5III,"HIP 3781 ;HD  4815 ;HR  236 ;BF  Lam Hyi ;",0
29.33772,17.817532,159.4896,5.09,star K1p...,"HIP 9110 ;HD  11909 ;HR  563 ;BF  8Iot Ari ;",0
52.500855,55.451808,60.9013,5.09,star A1V,"HIP 16292 ;HD  21447 ;HR  1046 ;",0
75.086325,81.194088,117.7856,5.09,star K3III,"HIP 23265 ;HD  30338 ;HR  1523 ;",0
98.40801,-1.220154,169.7793,5.09,star B5Vn,"HIP 31278 ;HD  46487 ;HR  2395 ;",0
110.486925,20.443658,135.8696,5.09,star M0III,"HIP 35699 ;HD  57423 ;HR  2795 ;BF  56    Gem ;",0
111.591045,-51.018481,185.5288,5.09,star K0III,"HIP 36114 ;HD  59219 ;HR  2862 ;",0
119.773815,-23.310396,263.8522,5.09,star G8II,"HIP 39023 ;HD  65699 ;HR  3123 ;BF  12    Pup ;",0
123.492975,-36.322281,311.5265,5.09,star B2V:,"HIP 40321 ;HD  69081 ;HR  3240 ;",0
132.63942,-46.529187,100000,5.09,star B0III,"HIP 43413 ;HD  75821 ;HR  3527 ;",0
141.57486,-53.378909,131.5789,5.09,star B6V,"HIP 46283 ;HD  81848 ;HR  3753 ;",0
146.63193,57.12807,169.4915,5.09,star M3III,"HIP 47965 ;HD  84335 ;HR  3870 ;",0
147.488115,-45.732736,258.3979,5.09,star B7III,"HIP 48224 ;HD  85355 ;HR  3898 ;",0
170.839245,-64.954714,123.7624,5.09,star B5,"HIP 55597 ;HD  99103 ;",0
184.000785,14.899071,60.9013,5.09,star A3V,"HIP 59819 ;HD  106661 ;HR  4663 ;BF  6    Com ;",0
237.814965,-3.090497,49.7512,5.09,star A3Vn,"HIP 77660 ;HD  141851 ;HR  5895 ;BF  36    Ser ;",0
242.75865,-29.41622,97.4659,5.09,star K0III,"HIP 79302 ;HD  145250 ;HR  6017 ;",0
267.20478,25.622869,64.9773,5.09,star K2III,"HIP 87194 ;HD  162211 ;HR  6644 ;BF  87    Her ;",0
275.57742,-38.656894,148.5884,5.09,star K4/K5III,"HIP 90037 ;HD  168592 ;HR  6862 ;",0
301.28955,19.991071,49.1642,5.09,star K2III,"HIP 98920 ;HD  190608 ;HR  7679 ;BF  16Eta Sge ;",0
325.046235,43.273839,123.7624,5.09,star M1IIIvar,"HIP 106999 ;HD  206330 ;HR  8284 ;BF  75    Cyg ;",0
328.2657,25.92514,193.7984,5.09,star B3V,"HIP 108022 ;HD  208057 ;HR  8356 ;BF  16    Peg ;",0
331.508145,45.014348,186.5672,5.09,star K5III,"HIP 109102 ;HD  209945 ;HR  8424 ;",0
335.00631,-80.439747,89.1266,5.09,star M6III,"HIP 110256 ;HD  210967 ;HR  8481 ;BF  Eps Oct ;",0
345.65154,42.757795,129.199,5.09,star A3Vn,"HIP 113788 ;HD  217782 ;HR  8766 ;GL  Gl 886.1A ;BF  2    And ;",0
350.76903,12.31391,119.0476,5.09,star K3III,"HIP 115444 ;HD  220363 ;HR  8893 ;BF  66    Peg ;",0
355.84317,10.331536,189.7533,5.09,star M2III,"HIP 117020 ;HD  222764 ;HR  8991 ;BF  77    Peg ;",0
44.322015,31.934219,98.0392,5.1,star B9p...,"HIP 13775 ;HD  18296 ;HR  873 ;BF  21    Per ;",0
50.68851,20.742069,97.371,5.1,star K3III,"HIP 15737 ;HD  20893 ;HR  1015 ;BF  63Tau2Ari ;",0
62.511585,80.698681,116.4144,5.1,star G8III+...,"HIP 19461 ;HD  25007 ;HR  1230 ;",0
65.965935,9.460968,121.3592,5.1,star A3V,"HIP 20522 ;HD  27820 ;HR  1381 ;BF  66    Tau ;",0
87.473085,-66.901187,176.0563,5.1,star B6V,"HIP 27534 ;HD  39844 ;HR  2064 ;BF  Eps Dor ;",0
177.18786,-26.749777,167.2241,5.1,star M4III,"HIP 57613 ;HD  102620 ;HR  4532 ;",0
199.221375,-31.506196,78.9889,5.1,star K0III,"HIP 64803 ;HD  115310 ;HR  5006 ;",0
216.047265,5.820131,48.7567,5.1,star A5V,"HIP 70400 ;HD  126248 ;HR  5392 ;",0
240.30966,17.818397,76.9231,5.1,star G8III,"HIP 78481 ;HD  143666 ;HR  5966 ;BF  5    Her ;",0
251.666685,-67.109691,213.6752,5.1,star Ap,"HIP 82129 ;HD  150549 ;HR  6204 ;",0
261.05454,-44.162576,226.2443,5.1,star B7III,"HIP 85162 ;HD  157243 ;HR  6460 ;",0
272.22027,20.045233,100.8065,5.1,star A8III,"HIP 88899 ;HD  166230 ;HR  6794 ;BF  101    Her ;",0
289.63539,1.085129,113.7656,5.1,star K2II-IIIvar,"HIP 94885 ;HD  180972 ;HR  7319 ;BF  23    Aql ;",0
324.8886,2.243558,69.4444,5.1,star K0III,"HIP 106944 ;HD  206067 ;HR  8277 ;BF  25    Aqr ;",0
326.251065,-9.082428,242.7184,5.1,star G8II-III,"HIP 107382 ;HD  206834 ;HR  8311 ;BF  46    Cap ;",0
345.021255,56.945374,100000,5.1,star G0Ia,"HIP 113561 ;HD  217476 ;HR  8752 ;",0
358.02777,-82.018818,81.3008,5.1,star G7III,"HIP 117689 ;HD  223647 ;HR  9032 ;BF  Gam1Oct ;",0
22.40055,-21.629339,71.3776,5.11,star A0V,"HIP 6960 ;HD  9132 ;HR  433 ;BF  48    Cet ;",0
58.412265,-34.732297,106.1571,5.11,star B6/B7V,"HIP 18213 ;HD  24626 ;HR  1214 ;",0
77.18208,-4.456207,25.4582,5.11,star F2V,"HIP 23941 ;HD  33256 ;HR  1673 ;GL  Gl 189.2 ;BF  68    Eri ;",0
103.42602,68.888309,300.3003,5.11,star B7III,"HIP 33104 ;HD  49340 ;HR  2511 ;BF  43    Cam ;",0
109.659105,-36.742735,232.0186,5.11,star A0V,"HIP 35406 ;HD  57219 ;HR  2790 ;",0
149.42115,41.055633,28.1452,5.11,star F6Vs,"HIP 48833 ;HD  86146 ;HR  3928 ;GL  NN 3574 ;BF  19    LMi ;",0
167.14167,-61.947175,100000,5.11,star B9Ia,"HIP 54461 ;HD  96919 ;HR  4338 ;",0
201.532245,-39.755107,62.3441,5.11,star Kp...,"HIP 65535 ;HD  116713 ;HR  5058 ;",0
238.873365,-68.603001,370.3704,5.11,star G6VII,"HIP 77982 ;HD  141767 ;HR  5891 ;BF  Kap TrA ;",0
276.05745,39.507239,134.5895,5.11,star A3IVn,"HIP 90191 ;HD  169702 ;HR  6903 ;BF  2Mu  Lyr ;",0
280.94559,-38.323441,62.9327,5.11,star A0/A1V,"HIP 91875 ;HD  172777 ;HR  7021 ;BF  Lam CrA ;",0
287.29074,76.560502,27.3,5.11,star A9V,"HIP 94083 ;HD  180777 ;HR  7312 ;GL  Gl 748.1 ;BF  59    Dra ;",0
310.010205,-60.548892,24.6609,5.11,star F8V,"HIP 101983 ;HD  196378 ;HR  7875 ;GL  Gl 794.2 ;BF  Phi2Pav ;",0
